datetime,seconds,operations,ops_per_sec
2024-08-14 18:13:24:334,10,10928,1092.58
2024-08-14 18:13:34:330,20,32161,2123.51
2024-08-14 18:13:44:330,30,61776,2961.5
2024-08-14 18:13:46:831,32,70000,3288.28
