datetime,seconds,operations,ops_per_sec
2024-08-14 18:53:53:353,10,8759,875.81
2024-08-14 18:54:03:353,20,28370,1961.1
2024-08-14 18:54:13:352,30,58001,2963.1
2024-08-14 18:54:21:574,38,90000,3892.35
