datetime,seconds,operations,ops_per_sec
2024-08-14 20:48:49:744,10,11701,1169.52
2024-08-14 20:48:59:741,20,32472,2077.72
2024-08-14 20:49:09:740,30,54768,2230.05
2024-08-14 20:49:19:740,40,91011,3624.3
2024-08-14 20:49:22:108,42,100000,3796.03
