datetime,seconds,operations,ops_per_sec
2024-08-13 23:39:15:926,10,10977,1097.37
2024-08-13 23:39:25:924,20,33207,2223.44
2024-08-13 23:39:35:930,30,57390,2416.85
2024-08-13 23:39:45:935,40,95640,3823.47
2024-08-13 23:39:47:164,41,100000,3547.6
