datetime,seconds,operations,ops_per_sec
2024-05-05 22:07:09:520,10,9345,934.22
2024-05-05 22:07:19:517,20,33071,2373.07
2024-05-05 22:07:29:519,30,55060,2198.68
2024-05-05 22:07:31:835,32,60000,2132.99
