datetime,seconds,operations,ops_per_sec
2024-05-05 23:25:16:821,10,8044,804.32
2024-05-05 23:25:26:819,20,24566,1652.37
2024-05-05 23:25:36:819,30,32138,757.2
2024-05-05 23:25:46:819,40,58726,2658.8
2024-05-05 23:25:55:154,48,90000,3752.13
