datetime,seconds,operations,ops_per_sec
2024-08-13 22:42:48:899,10,10902,1089.66
2024-08-13 22:42:58:895,20,34140,2324.96
2024-08-13 22:43:08:895,30,62764,2862.4
2024-08-13 22:43:10:968,32,70000,3488.91
