datetime,seconds,operations,ops_per_sec
2024-08-13 19:27:35:988,10,10337,1033.6
2024-08-13 19:27:45:987,20,32915,2258.03
2024-08-13 19:27:55:987,30,55628,2271.3
2024-08-13 19:27:57:824,31,60000,2381.26
