datetime,seconds,operations,ops_per_sec
2024-08-13 22:38:53:392,10,12094,1209.16
2024-08-13 22:39:03:401,20,32717,2060.65
2024-08-13 22:39:13:391,30,68891,3620.66
2024-08-13 22:39:13:738,30,70000,3205.2
