datetime,seconds,operations,ops_per_sec
2024-05-05 21:48:08:348,10,10320,1031.9
2024-05-05 21:48:18:347,20,30095,1977.5
2024-05-05 21:48:28:347,30,41166,1107.1
2024-05-05 21:48:38:347,40,63948,2278.43
2024-05-05 21:48:48:347,50,100000,3604.84
2024-05-05 21:48:48:369,50,100000,0
