datetime,seconds,operations,ops_per_sec
2024-08-13 07:35:26:562,10,10107,1010.4
2024-08-13 07:35:36:561,20,33520,2341.77
2024-08-13 07:35:46:560,30,59548,2602.8
2024-08-13 07:35:54:487,37,90000,3841.55
