datetime,seconds,operations,ops_per_sec
2024-08-13 07:48:59:074,10,10066,1006.3
2024-08-13 07:49:09:075,20,32812,2274.37
2024-08-13 07:49:19:072,30,58140,2533.56
2024-08-13 07:49:29:072,40,96652,3851.2
2024-08-13 07:49:30:071,41,100000,3351.35
