datetime,seconds,operations,ops_per_sec
2024-08-13 22:51:28:790,10,12311,1230.98
2024-08-13 22:51:38:792,20,33556,2123.86
2024-08-13 22:51:48:794,30,56158,2259.97
2024-08-13 22:51:56:016,37,80000,3300.84
