datetime,seconds,operations,ops_per_sec
2024-08-13 23:20:32:686,10,11282,1128.09
2024-08-13 23:20:42:696,20,32536,2123.28
2024-08-13 23:20:52:691,30,59362,2683.94
2024-08-13 23:21:00:492,37,90000,3926.94
