datetime,seconds,operations,ops_per_sec
2024-08-13 07:30:52:419,10,11608,1160.57
2024-08-13 07:31:02:418,20,32273,2066.91
2024-08-13 07:31:12:419,30,55306,2303.07
2024-08-13 07:31:22:418,40,78976,2367
2024-08-13 07:31:26:285,43,90000,2850.79
