datetime,seconds,operations,ops_per_sec
2024-08-14 18:17:19:100,10,11296,1128.81
2024-08-14 18:17:29:094,20,34718,2343.84
2024-08-14 18:17:39:099,30,59859,2512.84
2024-08-14 18:17:42:240,33,70000,3228.59
