datetime,seconds,operations,ops_per_sec
2024-05-05 21:57:43:438,10,11096,1109.27
2024-05-05 21:57:53:435,20,24352,1325.87
2024-05-05 21:58:03:435,30,37208,1285.6
2024-05-05 21:58:13:456,40,62778,2551.64
2024-05-05 21:58:18:515,45,80000,3404.23
