datetime,seconds,operations,ops_per_sec
2024-05-05 22:21:05:821,10,9677,967.51
2024-05-05 22:21:15:821,20,32616,2294.13
2024-05-05 22:21:25:820,30,54785,2216.9
2024-05-05 22:21:33:624,37,80000,3231.04
