datetime,seconds,operations,ops_per_sec
2024-05-05 23:16:06:086,10,8294,828.99
2024-05-05 23:16:16:081,20,32099,2381.69
2024-05-05 23:16:26:081,30,32099,0
2024-05-05 23:16:36:081,40,51975,1987.6
2024-05-05 23:16:46:081,50,76045,2407
2024-05-05 23:16:48:230,52,80000,1840.39
