datetime,seconds,operations,ops_per_sec
2024-05-05 21:34:05:758,10,7444,744.25
2024-05-05 21:34:15:757,20,29730,2228.82
2024-05-05 21:34:25:763,30,53306,2356.19
2024-05-05 21:34:35:758,40,77725,2443.37
2024-05-05 21:34:40:783,45,90000,2442.3
