datetime,seconds,operations,ops_per_sec
2024-08-13 22:46:34:966,10,11516,1151.48
2024-08-13 22:46:44:965,20,34070,2255.4
2024-08-13 22:46:54:965,30,61972,2790.48
2024-08-13 22:46:57:561,32,70000,3092.45
