datetime,seconds,operations,ops_per_sec
2024-05-05 22:50:04:875,10,9661,965.62
2024-05-05 22:50:14:870,20,32313,2266.11
2024-05-05 22:50:24:870,30,56338,2402.5
2024-05-05 22:50:26:564,31,60000,2163.02
